TIME,TEMPERATURE
2023-11-10T11:35:01,11.8125
2023-11-10T11:45:11,11.75
2023-11-10T11:55:22,11.4375
2023-11-10T12:05:31,11.3125
2023-11-10T12:15:32,11.125
2023-11-10T12:25:39,11.0
2023-11-10T12:35:39,10.875
