TIME,LONG,LAT
2023-11-10T11:30:59,4.644831,50.6804995
2023-11-10T11:39:04,4.644790667,50.680503667
2023-11-10T11:47:13,4.644808167,50.680517833
2023-11-10T11:55:22,4.644796167,50.680522167
2023-11-10T12:03:29,4.644826167,50.680525667
2023-11-10T12:11:40,4.644817667,50.680511333
2023-11-10T12:19:47,4.644822167,50.680505333
2023-11-10T12:27:54,4.644836833,50.680496667
2023-11-10T12:36:04,4.644825667,50.680505333
