TIME,TEMPERATURE
2023-11-10T11:35:50,13.375
2023-11-10T11:45:59,13.125
2023-11-10T11:56:08,12.9375
2023-11-10T12:06:19,12.8125
2023-11-10T12:16:27,12.5
2023-11-10T12:26:36,12.25
2023-11-10T12:36:47,12.1875
