TIME,LONG,LAT
2023-11-10T11:31:46,4.644346,50.680825167
2023-11-10T11:39:53,4.644345,50.680818333
2023-11-10T11:48:01,4.644348,50.680818833
2023-11-10T11:56:08,4.644346333,50.6808205
2023-11-10T12:04:18,4.644352167,50.680823667
2023-11-10T12:12:25,4.6443485,50.680817333
2023-11-10T12:20:30,4.6443505,50.680825333
2023-11-10T12:28:37,4.644349333,50.680825833
2023-11-10T12:36:47,4.644354667,50.680820333
